edge_id,from_node,to_node,time_period,start_hour,end_hour,base_travel_time_min,congestion_multiplier,actual_travel_time_min
106,22,3,morning_peak,6,9,1.62,1.5,2.43
106,22,3,midday,9,15,1.62,1.2,1.94
106,22,3,evening_peak,15,19,1.62,1.6,2.59
106,22,3,late_evening,19,24,1.62,1.1,1.78
107,22,11,night,0,6,3.05,1.0,3.05
107,22,11,morning_peak,6,9,3.05,1.5,4.57
107,22,11,midday,9,15,3.05,1.2,3.66
107,22,11,evening_peak,15,19,3.05,1.6,4.88
107,22,11,late_evening,19,24,3.05,1.1,3.35
108,22,34,night,0,6,3.86,1.0,3.86
108,22,34,morning_peak,6,9,3.86,1.5,5.79
108,22,34,midday,9,15,3.86,1.2,4.63
108,22,34,evening_peak,15,19,3.86,1.6,6.18
108,22,34,late_evening,19,24,3.86,1.1,4.25
109,22,13,night,0,6,3.33,1.0,3.33
109,22,13,morning_peak,6,9,3.33,1.5,5.0
109,22,13,midday,9,15,3.33,1.2,4.0
109,22,13,evening_peak,15,19,3.33,1.6,5.33
109,22,13,late_evening,19,24,3.33,1.1,3.66
110,23,5,night,0,6,4.04,1.0,4.04
110,23,5,morning_peak,6,9,4.04,2.3,9.29
110,23,5,midday,9,15,4.04,1.8,7.27
110,23,5,evening_peak,15,19,4.04,2.5,10.1
110,23,5,late_evening,19,24,4.04,1.2,4.85
111,23,35,night,0,6,2.7,1.0,2.7
111,23,35,morning_peak,6,9,2.7,1.5,4.05
111,23,35,midday,9,15,2.7,1.2,3.24
111,23,35,evening_peak,15,19,2.7,1.6,4.32
111,23,35,late_evening,19,24,2.7,1.1,2.97
112,23,2,night,0,6,5.11,1.0,5.11
112,23,2,morning_peak,6,9,5.11,1.5,7.67
112,23,2,midday,9,15,5.11,1.2,6.13
112,23,2,evening_peak,15,19,5.11,1.6,8.18
112,23,2,late_evening,19,24,5.11,1.1,5.62
113,23,6,night,0,6,5.96,1.0,5.96
113,23,6,morning_peak,6,9,5.96,2.3,13.71
113,23,6,midday,9,15,5.96,1.8,10.73
113,23,6,evening_peak,15,19,5.96,2.5,14.9
113,23,6,late_evening,19,24,5.96,1.2,7.15
114,23,39,night,0,6,5.05,1.0,5.05
114,23,39,morning_peak,6,9,5.05,1.5,7.57
114,23,39,midday,9,15,5.05,1.2,6.06
114,23,39,evening_peak,15,19,5.05,1.6,8.08
114,23,39,late_evening,19,24,5.05,1.1,5.56
115,23,10,night,0,6,4.33,1.0,4.33
115,23,10,morning_peak,6,9,4.33,1.5,6.5
115,23,10,midday,9,15,4.33,1.2,5.2
115,23,10,evening_peak,15,19,4.33,1.6,6.93
115,23,10,late_evening,19,24,4.33,1.1,4.76
116,24,17,night,0,6,1.41,1.0,1.41
116,24,17,morning_peak,6,9,1.41,1.5,2.11
116,24,17,midday,9,15,1.41,1.2,1.69
116,24,17,evening_peak,15,19,1.41,1.6,2.26
116,24,17,late_evening,19,24,1.41,1.1,1.55
117,24,36,night,0,6,4.14,1.0,4.14
117,24,36,morning_peak,6,9,4.14,1.5,6.21
117,24,36,midday,9,15,4.14,1.2,4.97
117,24,36,evening_peak,15,19,4.14,1.6,6.62
117,24,36,late_evening,19,24,4.14,1.1,4.55
118,24,12,night,0,6,4.0,1.0,4.0
118,24,12,morning_peak,6,9,4.0,1.5,6.0
118,24,12,midday,9,15,4.0,1.2,4.8
118,24,12,evening_peak,15,19,4.0,1.6,6.4
118,24,12,late_evening,19,24,4.0,1.1,4.4
119,24,33,night,0,6,4.88,1.0,4.88
119,24,33,morning_peak,6,9,4.88,1.5,7.32
119,24,33,midday,9,15,4.88,1.2,5.86
119,24,33,evening_peak,15,19,4.88,1.6,7.81
119,24,33,late_evening,19,24,4.88,1.1,5.37
120,24,27,night,0,6,4.88,1.0,4.88
120,24,27,morning_peak,6,9,4.88,1.5,7.32
120,24,27,midday,9,15,4.88,1.2,5.86
120,24,27,evening_peak,15,19,4.88,1.6,7.81
120,24,27,late_evening,19,24,4.88,1.1,5.37
121,25,20,night,0,6,1.09,1.0,1.09
121,25,20,morning_peak,6,9,1.09,1.5,1.64
121,25,20,midday,9,15,1.09,1.2,1.31
121,25,20,evening_peak,15,19,1.09,1.6,1.74
121,25,20,late_evening,19,24,1.09,1.1,1.2
122,25,9,night,0,6,1.42,1.0,1.42
122,25,9,morning_peak,6,9,1.42,1.5,2.13
122,25,9,midday,9,15,1.42,1.2,1.7
122,25,9,evening_peak,15,19,1.42,1.6,2.27
122,25,9,late_evening,19,24,1.42,1.1,1.56
123,25,38,night,0,6,1.93,1.0,1.93
123,25,38,morning_peak,6,9,1.93,1.5,2.9
123,25,38,midday,9,15,1.93,1.2,2.32
123,25,38,evening_peak,15,19,1.93,1.6,3.09
123,25,38,late_evening,19,24,1.93,1.1,2.12
124,25,40,night,0,6,1.34,1.0,1.34
124,25,40,morning_peak,6,9,1.34,1.5,2.01
124,25,40,midday,9,15,1.34,1.2,1.61
124,25,40,evening_peak,15,19,1.34,1.6,2.14
124,25,40,late_evening,19,24,1.34,1.1,1.47
125,25,37,night,0,6,1.98,1.0,1.98
125,25,37,morning_peak,6,9,1.98,1.5,2.97
125,25,37,midday,9,15,1.98,1.2,2.38
125,25,37,evening_peak,15,19,1.98,1.6,3.17
125,25,37,late_evening,19,24,1.98,1.1,2.18
126,25,1,night,0,6,3.07,1.0,3.07
126,25,1,morning_peak,6,9,3.07,1.5,4.6
126,25,1,midday,9,15,3.07,1.2,3.68
126,25,1,evening_peak,15,19,3.07,1.6,4.91
126,25,1,late_evening,19,24,3.07,1.1,3.38
127,26,36,night,0,6,3.13,1.0,3.13
127,26,36,morning_peak,6,9,3.13,1.5,4.7
127,26,36,midday,9,15,3.13,1.2,3.76
127,26,36,evening_peak,15,19,3.13,1.6,5.01
127,26,36,late_evening,19,24,3.13,1.1,3.44
128,26,12,night,0,6,2.3,1.0,2.3
128,26,12,morning_peak,6,9,2.3,1.5,3.45
128,26,12,midday,9,15,2.3,1.2,2.76
128,26,12,evening_peak,15,19,2.3,1.6,3.68
128,26,12,late_evening,19,24,2.3,1.1,2.53
129,26,7,night,0,6,3.4,1.0,3.4
129,26,7,morning_peak,6,9,3.4,2.3,7.82
129,26,7,midday,9,15,3.4,1.8,6.12
129,26,7,evening_peak,15,19,3.4,2.5,8.5
129,26,7,late_evening,19,24,3.4,1.2,4.08
130,26,27,night,0,6,3.31,1.0,3.31
130,26,27,morning_peak,6,9,3.31,1.5,4.96
130,26,27,midday,9,15,3.31,1.2,3.97
130,26,27,evening_peak,15,19,3.31,1.6,5.3
130,26,27,late_evening,19,24,3.31,1.1,3.64
131,26,17,night,0,6,3.46,1.0,3.46
131,26,17,morning_peak,6,9,3.46,1.5,5.19
131,26,17,midday,9,15,3.46,1.2,4.15
131,26,17,evening_peak,15,19,3.46,1.6,5.54
131,26,17,late_evening,19,24,3.46,1.1,3.81
132,26,37,night,0,6,3.6,1.0,3.6
132,26,37,morning_peak,6,9,3.6,1.5,5.4
132,26,37,midday,9,15,3.6,1.2,4.32
132,26,37,evening_peak,15,19,3.6,1.6,5.76
132,26,37,late_evening,19,24,3.6,1.1,3.96
133,27,12,night,0,6,0.13,1.0,0.13
133,27,12,morning_peak,6,9,0.13,2.3,0.3
133,27,12,midday,9,15,0.13,1.8,0.23
133,27,12,evening_peak,15,19,0.13,2.5,0.33
133,27,12,late_evening,19,24,0.13,1.2,0.16
134,27,36,night,0,6,0.67,1.0,0.67
134,27,36,morning_peak,6,9,0.67,2.3,1.54
134,27,36,midday,9,15,0.67,1.8,1.21
134,27,36,evening_peak,15,19,0.67,2.5,1.68
134,27,36,late_evening,19,24,0.67,1.2,0.8
135,27,17,night,0,6,2.38,1.0,2.38
135,27,17,morning_peak,6,9,2.38,1.5,3.57
135,27,17,midday,9,15,2.38,1.2,2.86
135,27,17,evening_peak,15,19,2.38,1.6,3.81
135,27,17,late_evening,19,24,2.38,1.1,2.62
136,27,7,night,0,6,3.63,1.0,3.63
136,27,7,morning_peak,6,9,3.63,2.3,8.35
136,27,7,midday,9,15,3.63,1.8,6.53
136,27,7,evening_peak,15,19,3.63,2.5,9.07
136,27,7,late_evening,19,24,3.63,1.2,4.36
137,28,19,night,0,6,1.08,1.0,1.08
137,28,19,morning_peak,6,9,1.08,1.5,1.62
137,28,19,midday,9,15,1.08,1.2,1.3
137,28,19,evening_peak,15,19,1.08,1.6,1.73
137,28,19,late_evening,19,24,1.08,1.1,1.19
138,28,14,night,0,6,1.97,1.0,1.97
138,28,14,morning_peak,6,9,1.97,1.5,2.96
138,28,14,midday,9,15,1.97,1.2,2.36
138,28,14,evening_peak,15,19,1.97,1.6,3.15
138,28,14,late_evening,19,24,1.97,1.1,2.17
139,28,18,night,0,6,1.87,1.0,1.87
139,28,18,morning_peak,6,9,1.87,1.5,2.81
139,28,18,midday,9,15,1.87,1.2,2.24
139,28,18,evening_peak,15,19,1.87,1.6,2.99
139,28,18,late_evening,19,24,1.87,1.1,2.06
140,28,13,night,0,6,2.39,1.0,2.39
140,28,13,morning_peak,6,9,2.39,1.5,3.58
140,28,13,midday,9,15,2.39,1.2,2.87
140,28,13,evening_peak,15,19,2.39,1.6,3.82
140,28,13,late_evening,19,24,2.39,1.1,2.63
141,29,21,night,0,6,0.81,1.0,0.81
141,29,21,morning_peak,6,9,0.81,1.5,1.22
141,29,21,midday,9,15,0.81,1.2,0.97
141,29,21,evening_peak,15,19,0.81,1.6,1.3
141,29,21,late_evening,19,24,0.81,1.1,0.89
142,29,30,night,0,6,2.77,1.0,2.77
142,29,30,morning_peak,6,9,2.77,1.5,4.16
142,29,30,midday,9,15,2.77,1.2,3.32
142,29,30,evening_peak,15,19,2.77,1.6,4.43
142,29,30,late_evening,19,24,2.77,1.1,3.05
143,29,8,night,0,6,7.86,1.0,7.86
143,29,8,morning_peak,6,9,7.86,1.5,11.79
143,29,8,midday,9,15,7.86,1.2,9.43
143,29,8,evening_peak,15,19,7.86,1.6,12.58
143,29,8,late_evening,19,24,7.86,1.1,8.65
144,29,31,night,0,6,6.78,1.0,6.78
144,29,31,morning_peak,6,9,6.78,1.5,10.17
144,29,31,midday,9,15,6.78,1.2,8.14
144,29,31,evening_peak,15,19,6.78,1.6,10.85
144,29,31,late_evening,19,24,6.78,1.1,7.46
145,29,5,night,0,6,10.28,1.0,10.28
145,29,5,morning_peak,6,9,10.28,2.3,23.64
145,29,5,midday,9,15,10.28,1.8,18.5
145,29,5,evening_peak,15,19,10.28,2.5,25.7
145,29,5,late_evening,19,24,10.28,1.2,12.34
146,30,21,night,0,6,2.06,1.0,2.06
146,30,21,morning_peak,6,9,2.06,1.5,3.09
146,30,21,midday,9,15,2.06,1.2,2.47
146,30,21,evening_peak,15,19,2.06,1.6,3.3
146,30,21,late_evening,19,24,2.06,1.1,2.27
147,30,29,night,0,6,2.48,1.0,2.48
147,30,29,morning_peak,6,9,2.48,1.5,3.72
147,30,29,midday,9,15,2.48,1.2,2.98
147,30,29,evening_peak,15,19,2.48,1.6,3.97
147,30,29,late_evening,19,24,2.48,1.1,2.73
148,30,31,night,0,6,4.28,1.0,4.28
148,30,31,morning_peak,6,9,4.28,1.5,6.42
148,30,31,midday,9,15,4.28,1.2,5.14
148,30,31,evening_peak,15,19,4.28,1.6,6.85
148,30,31,late_evening,19,24,4.28,1.1,4.71
149,30,8,night,0,6,6.5,1.0,6.5
149,30,8,morning_peak,6,9,6.5,1.5,9.75
149,30,8,midday,9,15,6.5,1.2,7.8
149,30,8,evening_peak,15,19,6.5,1.6,10.4
149,30,8,late_evening,19,24,6.5,1.1,7.15
150,31,16,night,0,6,2.59,1.0,2.59
150,31,16,morning_peak,6,9,2.59,1.5,3.88
150,31,16,midday,9,15,2.59,1.2,3.11
150,31,16,evening_peak,15,19,2.59,1.6,4.14
150,31,16,late_evening,19,24,2.59,1.1,2.85
151,31,8,night,0,6,5.25,1.0,5.25
151,31,8,morning_peak,6,9,5.25,1.5,7.88
151,31,8,midday,9,15,5.25,1.2,6.3
151,31,8,evening_peak,15,19,5.25,1.6,8.4
151,31,8,late_evening,19,24,5.25,1.1,5.78
152,31,4,night,0,6,4.43,1.0,4.43
152,31,4,morning_peak,6,9,4.43,2.3,10.19
152,31,4,midday,9,15,4.43,1.8,7.97
152,31,4,evening_peak,15,19,4.43,2.5,11.07
152,31,4,late_evening,19,24,4.43,1.2,5.32
153,31,30,night,0,6,4.05,1.0,4.05
153,31,30,morning_peak,6,9,4.05,1.5,6.07
153,31,30,midday,9,15,4.05,1.2,4.86
153,31,30,evening_peak,15,19,4.05,1.6,6.48
153,31,30,late_evening,19,24,4.05,1.1,4.46
154,31,7,night,0,6,7.99,1.0,7.99
154,31,7,morning_peak,6,9,7.99,2.3,18.38
154,31,7,midday,9,15,7.99,1.8,14.38
154,31,7,evening_peak,15,19,7.99,2.5,19.98
154,31,7,late_evening,19,24,7.99,1.2,9.59
155,31,5,night,0,6,4.3,1.0,4.3
155,31,5,morning_peak,6,9,4.3,2.3,9.89
155,31,5,midday,9,15,4.3,1.8,7.74
155,31,5,evening_peak,15,19,4.3,2.5,10.75
155,31,5,late_evening,19,24,4.3,1.2,5.16
156,32,11,night,0,6,2.02,1.0,2.02
156,32,11,morning_peak,6,9,2.02,1.5,3.03
156,32,11,midday,9,15,2.02,1.2,2.42
156,32,11,evening_peak,15,19,2.02,1.6,3.23
156,32,11,late_evening,19,24,2.02,1.1,2.22
157,32,33,night,0,6,1.79,1.0,1.79
157,32,33,morning_peak,6,9,1.79,1.5,2.69
157,32,33,midday,9,15,1.79,1.2,2.15
157,32,33,evening_peak,15,19,1.79,1.6,2.86
157,32,33,late_evening,19,24,1.79,1.1,1.97
158,32,3,night,0,6,3.51,1.0,3.51
158,32,3,morning_peak,6,9,3.51,1.5,5.26
158,32,3,midday,9,15,3.51,1.2,4.21
158,32,3,evening_peak,15,19,3.51,1.6,5.62
158,32,3,late_evening,19,24,3.51,1.1,3.86
159,32,22,night,0,6,3.45,1.0,3.45
159,32,22,morning_peak,6,9,3.45,1.5,5.18
159,32,22,midday,9,15,3.45,1.2,4.14
159,32,22,evening_peak,15,19,3.45,1.6,5.52
159,32,22,late_evening,19,24,3.45,1.1,3.8
160,32,15,night,0,6,3.72,1.0,2.76
160,32,15,morning_peak,6,9,3.72,1.0,2.76
160,32,15,midday,9,15,3.72,1.0,2.76
160,32,15,evening_peak,15,19,3.72,1.0,2.76
160,32,15,late_evening,19,24,3.72,1.0,2.76
161,33,32,night,0,6,2.75,1.0,2.75
161,33,32,morning_peak,6,9,2.75,1.5,4.12
161,33,32,midday,9,15,2.75,1.2,3.3
161,33,32,evening_peak,15,19,2.75,1.6,4.4
161,33,32,late_evening,19,24,2.75,1.1,3.03
162,33,24,night,0,6,3.53,1.0,3.53
162,33,24,morning_peak,6,9,3.53,1.5,5.29
162,33,24,midday,9,15,3.53,1.2,4.24
162,33,24,evening_peak,15,19,3.53,1.6,5.65
162,33,24,late_evening,19,24,3.53,1.1,3.88
163,33,11,night,0,6,2.47,1.0,2.47
163,33,11,morning_peak,6,9,2.47,1.5,3.71
163,33,11,midday,9,15,2.47,1.2,2.96
163,33,11,evening_peak,15,19,2.47,1.6,3.95
163,33,11,late_evening,19,24,2.47,1.1,2.72
164,33,17,night,0,6,2.8,1.0,2.8
164,33,17,morning_peak,6,9,2.8,1.5,4.2
164,33,17,midday,9,15,2.8,1.2,3.36
164,33,17,evening_peak,15,19,2.8,1.6,4.48
164,33,17,late_evening,19,24,2.8,1.1,3.08
165,34,13,night,0,6,1.1,1.0,1.1
165,34,13,morning_peak,6,9,1.1,2.3,2.53
165,34,13,midday,9,15,1.1,1.8,1.98
165,34,13,evening_peak,15,19,1.1,2.5,2.75
165,34,13,late_evening,19,24,1.1,1.2,1.32
166,34,15,night,0,6,1.59,1.0,1.59
166,34,15,morning_peak,6,9,1.59,2.3,3.66
166,34,15,midday,9,15,1.59,1.8,2.86
166,34,15,evening_peak,15,19,1.59,2.5,3.98
166,34,15,late_evening,19,24,1.59,1.2,1.91
167,34,3,night,0,6,1.88,1.0,1.88
167,34,3,morning_peak,6,9,1.88,1.5,2.82
167,34,3,midday,9,15,1.88,1.2,2.26
167,34,3,evening_peak,15,19,1.88,1.6,3.01
167,34,3,late_evening,19,24,1.88,1.1,2.07
168,34,6,night,0,6,2.4,1.0,2.4
168,34,6,morning_peak,6,9,2.4,2.3,5.52
168,34,6,midday,9,15,2.4,1.8,4.32
168,34,6,evening_peak,15,19,2.4,2.5,6.0
168,34,6,late_evening,19,24,2.4,1.2,2.88
169,35,2,night,0,6,1.72,1.0,1.72
169,35,2,morning_peak,6,9,1.72,1.5,2.58
169,35,2,midday,9,15,1.72,1.2,2.06
169,35,2,evening_peak,15,19,1.72,1.6,2.75
169,35,2,late_evening,19,24,1.72,1.1,1.89
170,35,10,night,0,6,3.37,1.0,3.37
170,35,10,morning_peak,6,9,3.37,1.5,5.05
170,35,10,midday,9,15,3.37,1.2,4.04
170,35,10,evening_peak,15,19,3.37,1.6,5.39
170,35,10,late_evening,19,24,3.37,1.1,3.71
171,35,23,night,0,6,3.1,1.0,3.1
171,35,23,morning_peak,6,9,3.1,1.5,4.65
171,35,23,midday,9,15,3.1,1.2,3.72
171,35,23,evening_peak,15,19,3.1,1.6,4.96
171,35,23,late_evening,19,24,3.1,1.1,3.41
172,35,39,night,0,6,4.62,1.0,4.62
172,35,39,morning_peak,6,9,4.62,1.5,6.93
172,35,39,midday,9,15,4.62,1.2,5.54
172,35,39,evening_peak,15,19,4.62,1.6,7.39
172,35,39,late_evening,19,24,4.62,1.1,5.08
173,35,19,night,0,6,4.57,1.0,4.57
173,35,19,morning_peak,6,9,4.57,1.5,6.86
173,35,19,midday,9,15,4.57,1.2,5.48
173,35,19,evening_peak,15,19,4.57,1.6,7.31
173,35,19,late_evening,19,24,4.57,1.1,5.03
174,36,12,night,0,6,0.67,1.0,0.67
174,36,12,morning_peak,6,9,0.67,2.3,1.54
174,36,12,midday,9,15,0.67,1.8,1.21
174,36,12,evening_peak,15,19,0.67,2.5,1.68
174,36,12,late_evening,19,24,0.67,1.2,0.8
175,36,27,night,0,6,0.91,1.0,0.91
175,36,27,morning_peak,6,9,0.91,2.3,2.09
175,36,27,midday,9,15,0.91,1.8,1.64
175,36,27,evening_peak,15,19,0.91,2.5,2.27
175,36,27,late_evening,19,24,0.91,1.2,1.09
176,36,17,night,0,6,1.33,1.0,1.33
176,36,17,morning_peak,6,9,1.33,1.5,2.0
176,36,17,midday,9,15,1.33,1.2,1.6
176,36,17,evening_peak,15,19,1.33,1.6,2.13
176,36,17,late_evening,19,24,1.33,1.1,1.46
177,36,26,night,0,6,2.66,1.0,2.66
177,36,26,morning_peak,6,9,2.66,1.5,3.99
177,36,26,midday,9,15,2.66,1.2,3.19
177,36,26,evening_peak,15,19,2.66,1.6,4.26
177,36,26,late_evening,19,24,2.66,1.1,2.93
178,36,7,night,0,6,2.09,1.0,2.09
178,36,7,morning_peak,6,9,2.09,2.3,4.81
178,36,7,midday,9,15,2.09,1.8,3.76
178,36,7,evening_peak,15,19,2.09,2.5,5.22
178,36,7,late_evening,19,24,2.09,1.2,2.51
179,36,24,night,0,6,2.23,1.0,2.23
179,36,24,morning_peak,6,9,2.23,1.5,3.34
179,36,24,midday,9,15,2.23,1.2,2.68
179,36,24,evening_peak,15,19,2.23,1.6,3.57
179,36,24,late_evening,19,24,2.23,1.1,2.45
180,37,1,night,0,6,0.68,1.0,0.68
180,37,1,morning_peak,6,9,0.68,1.5,1.02
180,37,1,midday,9,15,0.68,1.2,0.82
180,37,1,evening_peak,15,19,0.68,1.6,1.09
180,37,1,late_evening,19,24,0.68,1.1,0.75
181,37,40,night,0,6,2.91,1.0,2.91
181,37,40,morning_peak,6,9,2.91,1.5,4.37
181,37,40,midday,9,15,2.91,1.2,3.49
181,37,40,evening_peak,15,19,2.91,1.6,4.66
181,37,40,late_evening,19,24,2.91,1.1,3.2
182,37,25,night,0,6,3.56,1.0,3.56
182,37,25,morning_peak,6,9,3.56,1.5,5.34
182,37,25,midday,9,15,3.56,1.2,4.27
182,37,25,evening_peak,15,19,3.56,1.6,5.7
182,37,25,late_evening,19,24,3.56,1.1,3.92
183,37,20,night,0,6,3.84,1.0,3.84
183,37,20,morning_peak,6,9,3.84,1.5,5.76
183,37,20,midday,9,15,3.84,1.2,4.61
183,37,20,evening_peak,15,19,3.84,1.6,6.14
183,37,20,late_evening,19,24,3.84,1.1,4.22
184,37,26,night,0,6,3.98,1.0,3.98
184,37,26,morning_peak,6,9,3.98,1.5,5.97
184,37,26,midday,9,15,3.98,1.2,4.78
184,37,26,evening_peak,15,19,3.98,1.6,6.37
184,37,26,late_evening,19,24,3.98,1.1,4.38
185,38,20,night,0,6,0.58,1.0,0.58
185,38,20,morning_peak,6,9,0.58,1.5,0.87
185,38,20,midday,9,15,0.58,1.2,0.7
185,38,20,evening_peak,15,19,0.58,1.6,0.93
185,38,20,late_evening,19,24,0.58,1.1,0.64
186,38,9,night,0,6,1.5,1.0,1.5
186,38,9,morning_peak,6,9,1.5,1.5,2.25
186,38,9,midday,9,15,1.5,1.2,1.8
186,38,9,evening_peak,15,19,1.5,1.6,2.4
186,38,9,late_evening,19,24,1.5,1.1,1.65
187,38,25,night,0,6,1.67,1.0,1.67
187,38,25,morning_peak,6,9,1.67,1.5,2.5
187,38,25,midday,9,15,1.67,1.2,2.0
187,38,25,evening_peak,15,19,1.67,1.6,2.67
187,38,25,late_evening,19,24,1.67,1.1,1.84
188,38,1,night,0,6,2.2,1.0,2.2
188,38,1,morning_peak,6,9,2.2,1.5,3.3
188,38,1,midday,9,15,2.2,1.2,2.64
188,38,1,evening_peak,15,19,2.2,1.6,3.52
188,38,1,late_evening,19,24,2.2,1.1,2.42
189,38,40,night,0,6,2.27,1.0,2.27
189,38,40,morning_peak,6,9,2.27,1.5,3.41
189,38,40,midday,9,15,2.27,1.2,2.72
189,38,40,evening_peak,15,19,2.27,1.6,3.63
189,38,40,late_evening,19,24,2.27,1.1,2.5
190,39,10,night,0,6,1.18,1.0,1.18
190,39,10,morning_peak,6,9,1.18,1.5,1.77
190,39,10,midday,9,15,1.18,1.2,1.42
190,39,10,evening_peak,15,19,1.18,1.6,1.89
190,39,10,late_evening,19,24,1.18,1.1,1.3
191,39,2,night,0,6,2.27,1.0,2.27
191,39,2,morning_peak,6,9,2.27,1.5,3.41
191,39,2,midday,9,15,2.27,1.2,2.72
191,39,2,evening_peak,15,19,2.27,1.6,3.63
191,39,2,late_evening,19,24,2.27,1.1,2.5
192,39,19,night,0,6,2.67,1.0,2.67
192,39,19,morning_peak,6,9,2.67,1.5,4.0
192,39,19,midday,9,15,2.67,1.2,3.2
192,39,19,evening_peak,15,19,2.67,1.6,4.27
192,39,19,late_evening,19,24,2.67,1.1,2.94
193,39,35,night,0,6,3.96,1.0,3.96
193,39,35,morning_peak,6,9,3.96,1.5,5.94
193,39,35,midday,9,15,3.96,1.2,4.75
193,39,35,evening_peak,15,19,3.96,1.6,6.34
193,39,35,late_evening,19,24,3.96,1.1,4.36
194,39,14,night,0,6,3.59,1.0,3.59
194,39,14,morning_peak,6,9,3.59,1.5,5.38
194,39,14,midday,9,15,3.59,1.2,4.31
194,39,14,evening_peak,15,19,3.59,1.6,5.74
194,39,14,late_evening,19,24,3.59,1.1,3.95
195,39,28,night,0,6,2.52,1.0,2.52
195,39,28,morning_peak,6,9,2.52,1.5,3.78
195,39,28,midday,9,15,2.52,1.2,3.02
195,39,28,evening_peak,15,19,2.52,1.6,4.03
195,39,28,late_evening,19,24,2.52,1.1,2.77
196,40,25,night,0,6,2.16,1.0,2.16
196,40,25,morning_peak,6,9,2.16,1.5,3.24
196,40,25,midday,9,15,2.16,1.2,2.59
196,40,25,evening_peak,15,19,2.16,1.6,3.46
196,40,25,late_evening,19,24,2.16,1.1,2.38
197,40,37,night,0,6,2.08,1.0,2.08
197,40,37,morning_peak,6,9,2.08,1.5,3.12
197,40,37,midday,9,15,2.08,1.2,2.5
197,40,37,evening_peak,15,19,2.08,1.6,3.33
197,40,37,late_evening,19,24,2.08,1.1,2.29
198,40,20,night,0,6,1.67,1.0,1.67
198,40,20,morning_peak,6,9,1.67,1.5,2.5
198,40,20,midday,9,15,1.67,1.2,2.0
198,40,20,evening_peak,15,19,1.67,1.6,2.67
198,40,20,late_evening,19,24,1.67,1.1,1.84
199,40,9,night,0,6,2.73,1.0,2.73
199,40,9,morning_peak,6,9,2.73,1.5,4.09
199,40,9,midday,9,15,2.73,1.2,3.28
199,40,9,evening_peak,15,19,2.73,1.6,4.37
199,40,9,late_evening,19,24,2.73,1.1,3.0
200,40,1,night,0,6,3.12,1.0,3.12
200,40,1,morning_peak,6,9,3.12,1.5,4.68
200,40,1,midday,9,15,3.12,1.2,3.74
200,40,1,evening_peak,15,19,3.12,1.6,4.99
200,40,1,late_evening,19,24,3.12,1.1,3.43
